,allInPings,assistMePings,assists,baronKills,bountyLevel,champExperience,champLevel,championName,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,detectorWardsPlaced,doubleKills,dragonKills,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,pushPings,quadraKills,role,spell1Casts,spell2Casts,spell3Casts,spell4Casts,teamEarlySurrendered,teamId,teamPosition,timeCCingOthers,timePlayed,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
72,0,1,9,0,0,18568,18,Ezreal,0,4,3737,9237,3737,11697,6,3,0,0,2,1,False,False,False,False,False,False,15192,13708,BOTTOM,0,0,1,6694,3042,3078,0,3158,3508,3363,22,2,8,BOTTOM,625,3,1,877,31821,11578,17921,0,16,0,1,0,0,0,14,187825,27724,9383,0,0,CARRY,314,42,37,16,False,200,BOTTOM,8,2300,16,232247,41111,0,28785,0,9902,1188,246,97,216,4,0,12601,1807,1480,2,2,9,26,3,2,13,False
73,0,0,13,0,8,23849,18,Jhin,1,7,4867,14553,4867,15858,7,4,2,1,1,0,False,False,False,False,False,False,21907,17800,BOTTOM,0,1,1,3026,3156,6692,3111,6676,3094,3363,30,4,20,BOTTOM,3361,8,2,624,24909,4511,13299,0,4,0,0,1,0,0,9,251835,38055,9186,0,0,CARRY,91,55,62,46,False,200,BOTTOM,62,2495,0,281104,44915,0,23442,0,7577,1591,277,283,234,4,0,4359,2348,955,2,4,7,26,4,2,11,True
74,0,0,12,0,4,12694,14,Lucian,1,6,5488,21731,5488,8422,2,5,2,0,6,1,False,False,False,False,False,False,12752,10975,BOTTOM,0,0,0,3031,0,6672,3508,1055,3006,3363,21,2,9,BOTTOM,617,5,3,1312,7436,2886,4436,0,14,0,0,1,0,0,6,153902,22715,10874,0,0,CARRY,76,27,35,11,False,100,BOTTOM,2,1723,8,163614,26135,0,15689,0,7414,934,177,32,49,3,1,2274,534,379,2,4,3,32,5,4,14,True
75,0,10,15,0,0,27333,18,Kalista,4,9,2558,35831,2558,32343,8,3,3,1,7,1,False,False,False,False,False,False,25541,19725,BOTTOM,0,0,4,3026,3091,3006,3085,6675,6672,3363,28,5,19,BOTTOM,716,7,2,689,61626,6487,22804,0,52,0,1,0,0,0,18,383878,40514,21906,0,0,CARRY,88,13,139,7,False,200,BOTTOM,26,2813,31,467924,48024,0,46188,2,17103,1086,343,439,281,4,0,22418,1021,1477,0,2,11,47,3,7,16,False
76,0,0,9,0,7,10124,13,Ziggs,2,3,12833,17386,12833,4951,1,1,2,0,7,0,False,False,False,True,False,True,10928,9325,BOTTOM,0,1,0,1056,2420,6655,3191,3040,3020,3363,16,2,11,BOTTOM,0,7,4,877,74536,16645,3058,0,0,0,0,0,0,0,6,14213,1765,5639,3,1,CARRY,84,39,21,3,False,100,BOTTOM,13,1281,0,99003,18584,0,8697,0,1067,0,148,134,26,1,1,10253,173,0,2,2,0,8,1,1,4,True
77,0,1,10,0,0,16801,17,Twitch,3,7,4734,18759,4734,13933,6,4,3,0,5,0,False,True,False,False,False,False,18939,17675,BOTTOM,0,1,0,6672,3026,3006,3031,3085,3033,3363,26,4,20,BOTTOM,922,5,2,702,11920,1692,3950,0,24,0,0,0,0,0,19,195381,39911,18750,0,0,CARRY,41,30,28,12,False,200,BOTTOM,17,2091,14,226593,45375,0,25323,2,4794,0,213,320,150,1,0,19292,3771,2622,2,3,3,31,5,3,13,True
78,0,0,10,1,0,23935,18,Zed,2,7,1398,11525,1398,36030,11,3,1,0,6,2,False,False,False,False,False,True,19533,18275,MIDDLE,0,0,2,3814,6691,3158,6696,6676,3071,3364,32,3,9,MIDDLE,786,3,2,792,18502,1944,17382,0,14,0,0,0,0,0,20,205247,37262,32089,0,0,SOLO,116,80,113,42,False,200,MIDDLE,8,3102,2,234549,41264,0,53335,2,12270,0,262,115,541,1,0,10799,2057,3862,1,3,8,33,3,2,11,False
79,0,0,12,0,2,17762,17,Jinx,0,8,2744,30206,2744,12973,8,7,0,0,9,1,False,False,False,False,False,False,15212,13725,BOTTOM,0,0,0,1038,6672,3031,1053,3036,3006,3363,28,3,10,BOTTOM,1567,4,1,303,1508,601,12989,0,16,0,0,1,0,0,10,184689,29741,13051,0,0,CARRY,109,41,16,11,False,200,BOTTOM,18,2134,8,205834,31159,0,27188,0,8890,722,189,84,200,4,0,19637,816,1147,1,1,4,36,7,1,18,True
80,0,0,8,0,0,13628,15,Nilah,2,5,4607,25015,4607,22003,7,4,1,1,5,0,False,False,False,False,False,False,13572,13500,BOTTOM,0,0,1,1038,3026,3031,3006,6676,1053,3363,22,2,7,BOTTOM,637,4,2,811,940,123,10786,0,19,0,1,0,0,0,3,203571,28327,19387,0,0,CARRY,136,15,34,9,False,200,BOTTOM,16,1999,8,227054,28518,205,31543,3,13286,1863,188,101,197,5,0,22542,67,1368,3,3,8,34,4,6,12,False
81,0,4,16,0,1,14500,15,TahmKench,2,9,0,3484,0,54138,5,5,0,0,8,1,False,False,False,False,False,True,11290,10725,BOTTOM,0,0,3,6662,3075,3111,1054,3065,2055,3364,28,1,7,BOTTOM,0,6,1,715,49476,17699,21231,0,0,0,1,0,0,0,12,24387,4079,15063,1,0,CARRY,127,39,29,16,False,200,BOTTOM,48,2048,0,75040,22948,3323,40910,0,11281,1026,129,1407,141,5,0,1176,1170,4615,0,0,7,31,7,4,11,False
82,0,0,1,0,0,10152,13,Briar,0,5,2680,3366,2680,19242,9,4,0,0,4,0,False,False,False,False,False,True,8452,8475,TOP,0,0,0,1037,3067,3748,3111,1053,1043,3340,17,0,4,TOP,0,0,1,308,6001,1082,13551,0,4,0,0,0,0,0,12,86453,16531,13611,0,0,SOLO,38,25,17,5,False,200,TOP,24,1433,2,92455,17614,0,27449,0,10524,0,125,202,302,1,0,0,0,286,1,1,6,18,4,1,8,False
83,0,1,21,1,0,21034,18,Ivern,1,6,1836,22413,1836,27959,6,3,0,4,2,0,False,False,False,True,False,False,14820,13550,JUNGLE,0,3,0,3158,8001,3107,6616,3504,6620,3364,21,0,1,JUNGLE,0,0,1,659,30845,10471,5642,0,184,0,0,0,0,0,36,17166,4392,16601,0,0,NONE,155,51,96,10,False,100,JUNGLE,53,2763,141,244300,16830,15270,23323,10,12476,5588,41,432,244,9,0,196288,1967,1079,2,7,5,41,4,11,7,True
84,0,7,15,0,0,15100,16,Ziggs,1,7,11242,12716,11242,16233,5,5,1,0,1,0,False,False,False,False,False,False,13787,12725,BOTTOM,0,0,1,6653,3157,3020,3916,3040,3145,3363,24,2,8,BOTTOM,0,5,2,960,139015,32039,7488,0,0,0,1,0,0,0,9,15235,2491,10958,0,0,SOLO,155,36,43,12,False,200,BOTTOM,23,1786,0,168271,35502,0,19097,0,531,0,209,238,219,1,0,14020,970,650,2,2,8,23,5,1,13,False
85,0,0,0,0,0,39,1,Jinx,0,1,0,0,0,221,1,0,0,0,1,0,False,False,False,False,True,False,887,500,JUNGLE,0,0,0,1055,2003,0,0,0,0,3340,3,0,1,NONE,0,0,1,115,0,0,94,0,0,0,0,0,0,0,0,575,575,628,0,0,SUPPORT,0,0,0,0,True,200,BOTTOM,0,128,0,575,575,0,739,0,71,48,0,0,6,2,0,0,0,16,0,0,0,1,0,0,1,False
86,1,8,12,0,2,15414,16,Vayne,0,4,5576,20035,5576,11419,8,3,3,1,3,0,True,False,False,False,False,False,15698,13675,BOTTOM,1,1,0,3072,2420,3006,3087,3031,1038,3363,22,3,9,BOTTOM,740,4,2,384,48640,2438,3461,0,12,0,0,1,0,0,20,109047,20189,18164,0,0,CARRY,92,0,8,8,False,100,BOTTOM,11,1790,8,172726,28781,0,22358,0,7647,863,190,26,218,3,0,15038,6153,733,3,4,4,19,3,3,8,True
87,0,3,2,0,0,5282,9,Twitch,4,4,324,1657,324,4286,3,3,0,0,2,0,False,False,False,False,False,True,5086,4625,BOTTOM,0,0,0,3153,0,1001,1055,1042,0,3340,15,0,1,NONE,0,0,1,410,2842,656,983,0,0,0,0,0,0,0,10,34391,6059,8106,0,0,SUPPORT,12,14,15,4,False,100,BOTTOM,2,1057,0,39883,7764,0,9252,0,2504,505,103,103,72,3,0,2650,1049,163,0,0,4,12,3,0,8,False
88,0,3,11,0,0,17342,17,Ashe,0,5,4799,13256,4799,16861,9,4,1,0,5,0,False,False,False,False,False,False,17288,15133,BOTTOM,0,0,1,3026,3153,1018,6672,3078,3006,3363,24,3,10,MIDDLE,416,3,2,485,7593,3603,9698,0,38,0,1,0,0,0,23,225045,31669,22505,0,0,DUO,39,104,18,16,False,100,BOTTOM,59,2394,22,238261,35950,0,33038,8,9899,0,232,999,269,1,0,5622,677,834,2,2,7,39,4,3,15,False
89,0,2,12,0,2,19327,18,Ezreal,1,3,12094,33682,12094,10161,4,0,2,0,7,0,False,False,False,False,False,False,18851,18183,BOTTOM,1,1,0,3026,3508,3042,3078,6694,3158,3363,26,2,11,BOTTOM,800,8,2,650,46347,12060,4273,0,16,1,0,1,0,0,19,220120,32172,14405,0,0,CARRY,340,54,25,21,False,200,BOTTOM,5,2263,4,278112,44779,0,18784,12,7389,1279,245,113,126,4,0,11645,546,105,5,6,5,16,1,2,9,True
90,1,2,7,0,0,11087,13,Vayne,3,5,1615,3394,1615,9398,6,4,0,0,13,1,False,False,False,False,False,False,11460,10400,BOTTOM,0,0,2,1055,6670,3124,2015,3153,3006,3363,22,2,5,BOTTOM,0,2,1,760,6684,1006,3649,0,9,0,1,0,0,0,12,70541,11087,12531,0,0,SOLO,66,0,5,6,False,100,BOTTOM,8,1702,3,88974,16558,0,16750,0,4963,520,166,18,186,3,0,11748,4464,569,1,1,10,28,4,7,12,False
